Local time,Open,High,Low,Close,Volume
21.07.2020 00:00:00.000 GMT+0200,1.06689,1.06733,1.06682,1.06707,935.72
21.07.2020 01:00:00.000 GMT+0200,1.06707,1.0674,1.06677,1.06708,2609.3501
21.07.2020 02:00:00.000 GMT+0200,1.06707,1.06764,1.0667,1.06744,5024.3701
21.07.2020 03:00:00.000 GMT+0200,1.06744,1.06865,1.0674,1.06803,5160.3301
21.07.2020 04:00:00.000 GMT+0200,1.06803,1.06899,1.06796,1.06839,3984.98
21.07.2020 05:00:00.000 GMT+0200,1.06839,1.06872,1.06779,1.06853,6091.23
21.07.2020 06:00:00.000 GMT+0200,1.0685,1.0697,1.0685,1.06961,4520.79
21.07.2020 07:00:00.000 GMT+0200,1.06961,1.07094,1.0694,1.07094,5698.2202
21.07.2020 08:00:00.000 GMT+0200,1.0709,1.07107,1.07049,1.07067,7588.3799
21.07.2020 09:00:00.000 GMT+0200,1.07065,1.07151,1.07062,1.07073,10067.3203
21.07.2020 10:00:00.000 GMT+0200,1.07072,1.07181,1.07069,1.0715,6411.8999
21.07.2020 11:00:00.000 GMT+0200,1.07152,1.07211,1.07106,1.07142,6564.0298
21.07.2020 12:00:00.000 GMT+0200,1.0714,1.0724,1.07093,1.07103,17624.3203
21.07.2020 13:00:00.000 GMT+0200,1.07103,1.07147,1.07063,1.07115,7967.0498
21.07.2020 14:00:00.000 GMT+0200,1.07114,1.07212,1.07089,1.07106,10380.8496
21.07.2020 15:00:00.000 GMT+0200,1.07109,1.07218,1.0709,1.07168,14099.4004
21.07.2020 16:00:00.000 GMT+0200,1.07168,1.07281,1.07073,1.07209,14592.79
21.07.2020 17:00:00.000 GMT+0200,1.07211,1.07322,1.07184,1.07279,10185.0498
21.07.2020 18:00:00.000 GMT+0200,1.0728,1.07338,1.07254,1.07333,8787.3604
21.07.2020 19:00:00.000 GMT+0200,1.07332,1.07403,1.07305,1.07356,6203.4902
21.07.2020 20:00:00.000 GMT+0200,1.07359,1.07539,1.07356,1.0751,6340.0098
21.07.2020 21:00:00.000 GMT+0200,1.07509,1.07509,1.0725,1.07298,9038.6104
21.07.2020 22:00:00.000 GMT+0200,1.07297,1.07341,1.07241,1.07289,2490.75
21.07.2020 23:00:00.000 GMT+0200,1.0729,1.07431,1.07194,1.07394,1024.91
22.07.2020 00:00:00.000 GMT+0200,1.07394,1.07394,1.07325,1.07373,2336.51
22.07.2020 01:00:00.000 GMT+0200,1.07374,1.07391,1.07292,1.07374,4233.75
22.07.2020 02:00:00.000 GMT+0200,1.07375,1.07439,1.07325,1.07333,5651.5898
